run_id,row_type,sim_time_s,sim_minutes,customer_id,wait_time_min,price,quality,mode,demand,n_servers,money_cum,labor_cum
run_20251104_152537,meal,1665.2400000000034,27.754000000000058,75,19.88500000000011,5.0,0.968131715367682,human,0.5524989865565652,4,85.0,33.30479999999994
run_20251104_152537,meal,1726.620000000004,28.777000000000065,63,20.725000000000126,5.0,0.6039003344986403,human,0.19124484498388716,4,90.0,34.532399999999946
run_20251104_152537,meal,1808.6400000000049,30.14400000000008,27,21.825000000000145,5.0,0.655325969976033,human,0.012638263381464898,4,95.0,36.172799999999924
run_20251104_152537,meal,1911.1200000000063,31.852000000000103,32,22.97300000000017,5.0,0.6683959597472758,human,0.3995836810879174,4,100.0,38.22239999999988
run_20251104_152537,meal,1996.6200000000067,33.277000000000115,7,24.315000000000175,5.0,0.7124013669558417,human,0.9575308110618876,4,105.0,39.932399999999895
run_20251104_152537,meal,2086.140000000008,34.76900000000013,14,25.807000000000198,5.0,0.7566568801055492,human,1.293218107916883,4,110.0,41.72279999999984
run_20251104_152537,meal,2098.020000000008,34.967000000000134,41,25.109000000000197,5.0,0.932029999241133,human,1.299861355777681,4,115.0,41.960399999999844
run_20251104_152537,meal,2198.5200000000086,36.642000000000145,28,23.210000000000182,5.0,0.6665511641647817,human,0.9861181856261629,4,120.0,43.97039999999985
run_20251104_152537,meal,2286.90000000001,38.115000000000165,47,22.728000000000186,5.0,0.7371857820772968,human,0.41191819828409204,4,125.0,45.7379999999998
run_20251104_152537,meal,2405.1600000000117,40.0860000000002,24,24.666000000000214,5.0,0.7685798102399738,human,0.010941414067502708,4,130.0,48.10319999999976
run_20251104_152537,meal,2468.1600000000117,41.136000000000195,46,27.256000000000224,5.0,0.6889731998623977,human,0.16744503092701601,4,135.0,49.3631999999998
run_20251104_152537,meal,2483.040000000012,41.3840000000002,1,26.294000000000217,5.0,0.7334648825419946,human,0.2388861880311195,4,140.0,49.6607999999998
run_20251104_152537,meal,2539.2000000000126,42.320000000000206,29,25.280000000000214,5.0,0.6332537293105346,human,0.5822076317566884,4,145.0,50.78399999999978
run_20251104_152537,meal,2580.600000000013,43.01000000000022,9,32.556000000000274,5.0,0.8592840490387267,human,0.8581663051777555,4,150.0,51.61199999999977
run_20251104_152537,meal,2680.560000000014,44.676000000000236,16,27.417000000000243,5.0,0.6609651340046924,human,1.2866807708580419,4,155.0,53.61119999999974
run_20251104_152537,meal,2742.600000000015,45.71000000000025,23,28.434000000000257,5.0,0.7390792535011599,human,1.2368764037924476,4,160.0,54.85199999999971
run_20251104_152537,meal,2803.7400000000157,46.72900000000026,72,29.25500000000027,5.0,0.6578640178736636,human,0.9553811397819956,4,165.0,56.074799999999684
run_20251104_152537,meal,2986.140000000018,49.769000000000304,33,32.662000000000305,5.0,0.8396043641149616,human,0.01678189208310743,4,170.0,59.72279999999961
run_20251104_152537,meal,3008.040000000018,50.134000000000306,20,32.34200000000031,5.0,0.7530443657171653,human,0.012284769996713685,4,175.0,60.16079999999961
run_20251104_152537,meal,3171.66000000002,52.86100000000033,21,35.30200000000034,5.0,0.6147130971746845,human,0.8000495543067059,4,180.0,63.4331999999996
run_20251104_152537,meal,3300.7200000000216,55.01200000000036,69,36.340000000000366,5.0,0.7566622189385807,human,1.299981666309718,4,185.0,66.01439999999931
run_20251104_152537,meal,3301.6800000000217,55.02800000000036,65,36.75400000000037,5.0,0.8029927859621283,human,1.2999001853434424,4,190.0,66.03359999999931
run_20251104_152537,meal,3359.6400000000226,55.994000000000376,62,36.39000000000038,5.0,0.6098927197219379,human,1.1782415042431453,4,195.0,67.19279999999912
run_20251104_152537,meal,3408.300000000023,56.80500000000038,36,38.481000000000385,5.0,0.527064640600988,human,0.9277928151198804,4,200.0,68.16599999999896
run_20251104_152537,meal,3507.6600000000244,58.4610000000004,73,37.799000000000404,5.0,0.7779683180830178,human,0.28877785074788087,4,205.0,70.15319999999863
